Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
439-54-7422,A,Mumbai,Normal,Female,Electronic accessories,51.19,4.0,10.238,214.998,3/18/2019,17:15:00,Cash,204.76,4.761904762,10.238,4.7
156-24-6633,C,Delhi,Normal,Male,Electronic accessories,51.19,4.0,10.238,214.998,3/18/2019,17:15:00,Cash,204.76,4.761904762,10.238,4.7
764-46-7586,C,Mumbai,Normal,Female,Electronic accessories,51.19,4.0,10.238,214.998,3/18/2019,17:15:00,Cash,204.76,4.761904762,10.238,4.7
276-75-6884,A,Mumbai,Normal,Female,Health and beauty,68.71,3.0,10.3065,216.4365,43558,10:05:00,Cash,206.13,4.761904762,10.3065,8.7
478-64-7711,A,Mumbai,Normal,Female,Food and beverages,68.71,3.0,10.3065,216.4365,43558,10:05:00,Ewallet,206.13,4.761904762,10.3065,8.7
649-11-3678,C,Mumbai,Normal,Female,Food and beverages,22.93,9.0,10.3185,216.6885,2/26/2019,20:26:00,Cash,206.37,4.761904762,10.3185,5.5
892-28-3824,C,Mumbai,Normal,Female,Food and beverages,22.93,9.0,10.3185,216.6885,2/26/2019,20:26:00,Cash,206.37,4.761904762,10.3185,5.5
940-41-6322,C,Hyderabad,Normal,Female,Food and beverages,22.93,9.0,10.3185,216.6885,2/26/2019,20:26:00,Cash,206.37,4.761904762,10.3185,
291-55-6563,A,Mumbai,Member,Female,Home and lifestyle,34.42,6.0,10.326,216.846,3/30/2019,12:45:00,Cash,206.52,4.761904762,10.326,7.5
354-39-5160,A,Delhi,Member,Male,Home and lifestyle,34.42,6.0,10.326,216.846,2/18/2019,15:39:00,Cash,206.52,4.761904762,10.326,9.8
629-69-2818,A,Mumbai,Member,Female,Home and lifestyle,34.42,6.0,10.326,216.846,3/30/2019,12:45:00,Cash,206.52,4.761904762,10.326,7.5
655-98-2113,A,Delhi,Member,Male,Food and beverages,34.42,6.0,10.326,216.846,2/18/2019,15:39:00,Cash,206.52,4.761904762,10.326,9.8
127-47-6963,C,Delhi,Normal,Male,Health and beauty,51.71,4.0,10.342,217.182,43711,13:53:00,Cash,206.84,4.761904762,10.342,9.8
777-67-2495,B,Mumbai,Normal,Male,Home and lifestyle,68.97,3.0,10.3455,217.2555,2/22/2019,11:26:00,Cash,206.91,4.761904762,10.3455,8.7
749-24-1565,A,Delhi,Normal,Male,Health and beauty,23.03,9.0,10.3635,217.6335,43525,12:02:00,Ewallet,207.27,4.761904762,10.3635,7.9
891-58-8335,B,Mumbai,Member,Male,Food and beverages,29.61,7.0,10.3635,217.6335,43772,15:53:00,Cash,207.27,4.761904762,10.3635,6.5
551-21-3069,C,Hyderabad,Normal,Male,Electronic accessories,23.07,9.0,10.3815,218.0115,43467,11:27:00,Cash,207.63,4.761904762,10.3815,4.9
735-33-1257,C,Hyderabad,Normal,Male,Electronic accessories,23.07,9.0,10.3815,218.0115,43467,11:27:00,Cash,207.63,4.761904762,10.3815,4.9
704-20-4138,C,Mumbai,Normal,Female,Health and beauty,29.67,7.0,10.3845,218.0745,43772,18:58:00,Credit card,207.69,4.761904762,10.3845,8.1
457-12-0244,C,Mumbai,Member,Female,Sports and travel,35.22,6.0,10.566,221.886,3/14/2019,13:49:00,Cash,211.32,4.761904762,10.566,6.5
556-63-4269,C,Hyderabad,Member,Male,Sports and travel,35.22,6.0,10.566,221.886,3/14/2019,13:49:00,Ewallet,211.32,4.761904762,10.566,6.5
365-16-4334,B,Mumbai,Normal,Female,Food and beverages,26.43,8.0,10.572,222.012,2/24/2019,14:26:00,Cash,211.44,4.761904762,10.572,8.9
823-72-9625,B,Mumbai,Normal,Male,Food and beverages,26.43,8.0,10.572,222.012,2/24/2019,14:26:00,Ewallet,211.44,4.761904762,10.572,8.9
222-57-1006,C,Mumbai,Normal,Female,Food and beverages,26.43,8.0,10.572,222.012,2/24/2019,14:26:00,Cash,211.44,4.761904762,10.572,8.9
366-43-6862,B,Mumbai,Normal,Male,Electronic accessories,52.89,4.0,10.578,222.138,3/25/2019,16:32:00,Cash,211.56,4.761904762,10.578,6.7
982-63-2828,A,Mumbai,Normal,Male,Food and beverages,52.89,4.0,10.578,222.138,3/25/2019,16:32:00,Ewallet,211.56,4.761904762,10.578,6.7
333-71-7228,C,Mumbai,Normal,Male,Food and beverages,52.89,4.0,10.578,222.138,3/25/2019,16:32:00,Cash,211.56,4.761904762,10.578,6.7
716-39-1409,B,Mumbai,Normal,Male,Health and beauty,30.35,7.0,10.6225,223.0725,3/19/2019,18:19:00,Cash,212.45,4.761904762,10.6225,8.0
219-23-1894,C,Hyderabad,Normal,Male,Electronic accessories,35.49,6.0,10.647,223.587,43498,12:40:00,Cash,212.94,4.761904762,10.647,4.1
717-96-4189,C,Mumbai,Normal,Female,Electronic accessories,35.49,6.0,10.647,223.587,43498,12:40:00,Cash,212.94,4.761904762,10.647,4.1
226-71-3580,C,Mumbai,Normal,Female,Sports and travel,23.75,9.0,10.6875,224.4375,1/31/2019,12:02:00,Cash,213.75,4.761904762,10.6875,9.5
544-55-9589,B,Mumbai,Member,Female,Electronic accessories,21.43,10.0,10.715,225.015,1/28/2019,11:51:00,Cash,214.3,4.761904762,10.715,6.2
791-44-9922,B,Mumbai,Member,Male,Electronic accessories,21.43,10.0,10.715,225.015,1/28/2019,11:51:00,Cash,214.3,4.761904762,10.715,6.2
209-61-0206,C,Delhi,Normal,Female,Home and lifestyle,42.91,5.0,10.7275,225.2775,43586,17:29:00,Cash,214.55,4.761904762,10.7275,6.1
420-97-3340,C,Delhi,Normal,Female,Food and beverages,71.68,3.0,10.752,225.792,3/28/2019,15:30:00,Cash,215.04,4.761904762,10.752,9.2
923-14-4386,A,Mumbai,Normal,Female,Food and beverages,71.68,3.0,10.752,225.792,3/28/2019,15:30:00,Credit card,215.04,4.761904762,10.752,9.2
322-52-9931,C,Delhi,Normal,Male,Food and beverages,71.68,3.0,10.752,225.792,3/28/2019,15:30:00,Cash,215.04,4.761904762,10.752,9.2
524-51-7594,A,Delhi,Normal,Male,Sports and travel,43.06,5.0,10.765,226.065,43557,16:38:00,Ewallet,215.3,4.761904762,10.765,7.7
695-28-6250,C,Delhi,Normal,Female,Sports and travel,43.06,5.0,10.765,226.065,43557,16:38:00,Cash,215.3,4.761904762,10.765,7.7
218-59-9410,C,Delhi,Member,Female,Home and lifestyle,72.42,3.0,10.863,228.123,3/29/2019,16:54:00,Ewallet,217.26,4.761904762,10.863,8.2
526-86-8552,C,Mumbai,Member,Male,Home and lifestyle,21.82,10.0,10.91,229.11,43647,17:36:00,Cash,218.2,4.761904762,10.91,7.1
576-31-4774,B,Mumbai,Normal,Female,Health and beauty,73.41,3.0,11.0115,231.2415,43499,13:10:00,Ewallet,220.23,4.761904762,11.0115,4.0
755-12-3214,C,Hyderabad,Member,Male,Fashion accessories,44.22,5.0,11.055,232.155,43588,17:07:00,Credit card,221.1,4.761904762,11.055,8.6
142-49-8309,A,Delhi,Normal,Male,Food and beverages,55.39,4.0,11.078,232.638,3/25/2019,15:19:00,Ewallet,221.56,4.761904762,11.078,8.0
156-95-3964,A,Mumbai,Normal,Female,Food and beverages,55.39,4.0,11.078,232.638,3/25/2019,15:19:00,Ewallet,221.56,4.761904762,11.078,8.0
787-87-2010,A,Mumbai,Member,Male,Health and beauty,55.5,4.0,11.1,233.1,1/20/2019,15:48:00,Credit card,222.0,4.761904762,11.1,6.6
548-83-3165,B,Mumbai,Normal,Male,Sports and travel,37.02,6.0,11.106,233.226,3/22/2019,18:33:00,Cash,222.12,4.761904762,11.106,4.5
554-53-3790,C,Mumbai,Normal,Male,Sports and travel,37.02,6.0,11.106,233.226,3/22/2019,18:33:00,Cash,222.12,4.761904762,11.106,4.5
447-15-7839,A,Mumbai,Member,Male,Sports and travel,22.24,10.0,11.12,233.52,43710,11:00:00,Cash,222.4,4.761904762,11.12,4.2
377-45-2075,C,Mumbai,Normal,Male,Sports and travel,22.24,10.0,11.12,233.52,43710,11:00:00,Cash,222.4,4.761904762,11.12,4.2
965-10-2773,C,Mumbai,Normal,Male,Food and beverages,22.24,10.0,11.12,233.52,43710,11:00:00,Cash,222.4,4.761904762,11.12,4.2
162-48-8011,A,Delhi,Member,Male,Food and beverages,44.59,5.0,11.1475,234.0975,43740,15:10:00,Cash,222.95,4.761904762,11.1475,8.5
444-11-2387,A,Delhi,Member,Female,Food and beverages,44.59,5.0,11.1475,234.0975,43740,15:10:00,Cash,222.95,4.761904762,11.1475,8.5
854-52-1428,C,Delhi,Normal,Female,Food and beverages,44.59,5.0,11.1475,234.0975,43740,15:10:00,Cash,222.95,4.761904762,11.1475,8.5
848-62-7243,A,Delhi,Normal,Male,Food and beverages,24.89,9.0,11.2005,235.2105,3/15/2019,15:36:00,Cash,224.01,4.761904762,11.2005,7.4
481-76-1074,A,Delhi,Normal,Male,Food and beverages,24.94,9.0,11.223,235.683,43770,16:49:00,Credit card,224.46,4.761904762,11.223,5.6
540-11-4336,A,Delhi,Normal,Male,Food and beverages,24.94,9.0,11.223,235.683,43770,16:49:00,Credit card,224.46,4.761904762,11.223,5.6
151-27-8496,C,Mumbai,Normal,Female,Electronic accessories,56.13,4.0,11.226,235.746,1/19/2019,11:43:00,Cash,224.52,4.761904762,11.226,8.6
366-34-8962,C,Hyderabad,Normal,Male,Electronic accessories,56.13,4.0,11.226,235.746,1/19/2019,11:43:00,Cash,224.52,4.761904762,11.226,8.6
870-67-5749,C,Hyderabad,Normal,Male,Food and beverages,56.13,4.0,11.226,235.746,1/19/2019,11:43:00,Cash,224.52,4.761904762,11.226,8.6
609-81-8548,C,Delhi,Member,Female,Home and lifestyle,37.44,6.0,11.232,235.872,43618,13:55:00,Cash,224.64,4.761904762,11.232,5.9
941-92-8139,C,Delhi,Member,Female,Home and lifestyle,37.44,6.0,11.232,235.872,43618,13:55:00,Cash,224.64,4.761904762,11.232,
683-25-1089,A,Delhi,Member,Male,Sports and travel,75.2,3.0,11.28,236.88,43587,11:51:00,Ewallet,225.6,4.761904762,11.28,4.8
880-35-0356,C,Mumbai,Member,Female,Food and beverages,75.2,3.0,11.28,236.88,43587,11:51:00,Cash,225.6,4.761904762,11.28,4.8
310-72-4586,A,Delhi,Member,Male,Sports and travel,75.2,3.0,11.28,236.88,43587,11:51:00,Ewallet,225.6,4.761904762,11.28,
256-08-8343,C,Delhi,Normal,Female,Home and lifestyle,56.53,4.0,11.306,237.426,43558,19:48:00,Ewallet,226.12,4.761904762,11.306,5.5
149-14-0304,C,Mumbai,Member,Female,Health and beauty,28.5,8.0,11.4,239.4,43618,14:24:00,Cash,228.0,4.761904762,11.4,6.6
801-88-0346,C,Mumbai,Normal,Female,Fashion accessories,76.06,3.0,11.409,239.589,43586,20:30:00,Credit card,228.18,4.761904762,11.409,9.8
562-44-6035,B,Mumbai,Normal,Male,Electronic accessories,22.95,10.0,11.475,240.975,43618,19:20:00,Ewallet,229.5,4.761904762,11.475,8.2
857-67-9057,C,Mumbai,Normal,Male,Food and beverages,22.95,10.0,11.475,240.975,43618,19:20:00,Ewallet,229.5,4.761904762,11.475,8.2
239-78-2421,B,Mumbai,Member,Male,Electronic accessories,57.49,4.0,11.498,241.458,3/15/2019,11:57:00,Cash,229.96,4.761904762,11.498,6.6
542-41-0513,B,Mumbai,Member,Male,Electronic accessories,57.49,4.0,11.498,241.458,3/15/2019,11:57:00,Cash,229.96,4.761904762,11.498,6.6
284-34-9626,B,Mumbai,Normal,Male,Home and lifestyle,77.04,3.0,11.556,242.676,43771,10:39:00,Cash,231.12,4.761904762,11.556,7.2
794-83-1499,A,Mumbai,Normal,Male,Food and beverages,77.04,3.0,11.556,242.676,43771,10:39:00,Ewallet,231.12,4.761904762,11.556,7.2
809-46-1866,A,Mumbai,Normal,Male,Health and beauty,58.15,4.0,11.63,244.23,1/23/2019,17:44:00,Cash,232.6,4.761904762,11.63,8.4
180-63-5310,A,Delhi,Normal,Male,Electronic accessories,46.95,5.0,11.7375,246.4875,43801,10:25:00,Ewallet,234.75,4.761904762,11.7375,7.1
365-64-0515,A,Delhi,Normal,Female,Electronic accessories,46.95,5.0,11.7375,246.4875,43801,10:25:00,Cash,234.75,4.761904762,11.7375,7.1
406-98-3191,C,Delhi,Normal,Female,Food and beverages,46.95,5.0,11.7375,246.4875,43801,10:25:00,Cash,234.75,4.761904762,11.7375,7.1
499-83-7255,A,Delhi,Normal,Male,Electronic accessories,78.31,3.0,11.7465,246.6765,43588,16:38:00,Ewallet,234.93,4.761904762,11.7465,5.4
655-07-2265,C,Delhi,Normal,Male,Electronic accessories,78.31,3.0,11.7465,246.6765,43588,16:38:00,Cash,234.93,4.761904762,11.7465,5.4
982-12-7665,C,Hyderabad,Normal,Male,Electronic accessories,78.31,3.0,11.7465,246.6765,43588,16:38:00,Cash,234.93,4.761904762,11.7465,
190-59-3964,B,Mumbai,Member,Male,Food and beverages,47.16,5.0,11.79,247.59,43526,14:35:00,Cash,235.8,4.761904762,11.79,6.0
594-83-8967,B,Mumbai,Member,Male,Food and beverages,47.16,5.0,11.79,247.59,43526,14:35:00,Credit card,235.8,4.761904762,11.79,6.0
512-57-0877,A,Delhi,Normal,Male,Electronic accessories,26.23,9.0,11.8035,247.8735,1/25/2019,20:24:00,Ewallet,236.07,4.761904762,11.8035,5.9
888-02-0338,A,Mumbai,Normal,Male,Food and beverages,26.23,9.0,11.8035,247.8735,1/25/2019,20:24:00,Ewallet,236.07,4.761904762,11.8035,5.9
110-05-6330,C,Hyderabad,Normal,Female,Food and beverages,39.43,6.0,11.829,248.409,3/25/2019,20:18:00,Credit card,236.58,4.761904762,11.829,9.4
469-26-9087,C,Hyderabad,Normal,Female,Food and beverages,39.43,6.0,11.829,248.409,3/25/2019,20:18:00,Credit card,236.58,4.761904762,11.829,9.4
537-28-7391,C,Hyderabad,Member,Male,Food and beverages,59.59,4.0,11.918,250.278,1/19/2019,12:46:00,Cash,238.36,4.761904762,11.918,9.8
728-47-9078,C,Mumbai,Member,Male,Food and beverages,59.59,4.0,11.918,250.278,1/19/2019,12:46:00,Cash,238.36,4.761904762,11.918,9.8
124-31-1458,A,Mumbai,Member,Female,Electronic accessories,79.59,3.0,11.9385,250.7085,43678,14:30:00,Cash,238.77,4.761904762,11.9385,6.6
401-99-2174,A,Delhi,Member,Male,Electronic accessories,79.59,3.0,11.9385,250.7085,43678,14:30:00,Cash,238.77,4.761904762,11.9385,6.6
827-28-6479,C,Delhi,Member,Male,Electronic accessories,79.59,3.0,11.9385,250.7085,43678,14:30:00,Cash,238.77,4.761904762,11.9385,6.6
182-88-2763,C,Mumbai,Member,Male,Food and beverages,79.91,3.0,11.9865,251.7165,3/20/2019,19:28:00,Cash,239.73,4.761904762,11.9865,5.0
808-27-8904,B,Mumbai,Member,Male,Food and beverages,79.91,3.0,11.9865,251.7165,3/20/2019,19:28:00,Credit card,239.73,4.761904762,11.9865,5.0
307-83-9164,A,Mumbai,Normal,Male,Home and lifestyle,60.01,4.0,12.002,252.042,1/25/2019,15:54:00,Cash,240.04,4.761904762,12.002,4.5
124-27-4395,A,Mumbai,Normal,Male,Home and lifestyle,60.01,4.0,12.002,252.042,1/25/2019,15:54:00,Cash,240.04,4.761904762,12.002,4.5
531-56-4728,A,Mumbai,Normal,Male,Home and lifestyle,80.08,3.0,12.012,252.252,43771,15:29:00,Cash,240.24,4.761904762,12.012,5.4
133-77-3154,C,Mumbai,Member,Male,Fashion accessories,60.18,4.0,12.036,252.756,2/16/2019,18:04:00,Credit card,240.72,4.761904762,12.036,9.4
452-87-2673,B,Mumbai,Member,Male,Fashion accessories,60.18,4.0,12.036,252.756,2/16/2019,18:04:00,Credit card,240.72,4.761904762,12.036,9.4
777-82-7220,B,Mumbai,Member,Male,Home and lifestyle,30.12,8.0,12.048,253.008,43527,13:01:00,Cash,240.96,4.761904762,12.048,7.7
458-61-0011,C,Mumbai,Normal,Male,Food and beverages,60.3,4.0,12.06,253.26,2/20/2019,18:43:00,Cash,241.2,4.761904762,12.06,5.8
845-27-8366,B,Mumbai,Normal,Male,Food and beverages,60.3,4.0,12.06,253.26,2/20/2019,18:43:00,Cash,241.2,4.761904762,12.06,5.8
272-31-4331,C,Hyderabad,Member,Male,Fashion accessories,80.48,3.0,12.072,253.512,2/15/2019,12:31:00,Cash,241.44,4.761904762,12.072,8.1
541-89-9860,C,Mumbai,Member,Female,Fashion accessories,80.48,3.0,12.072,253.512,2/15/2019,12:31:00,Cash,241.44,4.761904762,12.072,8.1
324-41-6833,C,Mumbai,Member,Female,Electronic accessories,30.2,8.0,12.08,253.68,43527,19:30:00,Cash,241.6,4.761904762,12.08,5.1
361-80-5873,C,Hyderabad,Member,Male,Electronic accessories,30.2,8.0,12.08,253.68,43527,19:30:00,Cash,241.6,4.761904762,12.08,5.1
682-68-7908,C,Mumbai,Member,Female,Electronic accessories,30.2,8.0,12.08,253.68,43527,19:30:00,Cash,241.6,4.761904762,12.08,5.1
477-60-4683,C,Hyderabad,Member,Male,Food and beverages,30.2,8.0,12.08,253.68,43527,19:30:00,Cash,241.6,4.761904762,12.08,5.1
584-86-7256,C,Hyderabad,Member,Male,Sports and travel,34.56,7.0,12.096,254.016,43772,16:07:00,Credit card,241.92,4.761904762,12.096,7.3
565-67-6697,B,Mumbai,Normal,Male,Home and lifestyle,27.0,9.0,12.15,255.15,43499,14:16:00,Cash,243.0,4.761904762,12.15,4.8
195-06-0432,A,Delhi,Member,Male,Home and lifestyle,81.01,3.0,12.1515,255.1815,1/13/2019,12:55:00,Cash,243.03,4.761904762,12.1515,9.3
386-90-9352,B,Mumbai,Member,Male,Electronic accessories,81.4,3.0,12.21,256.41,43710,19:43:00,Cash,244.2,4.761904762,12.21,4.8
866-05-7563,B,Mumbai,Member,Male,Food and beverages,81.4,3.0,12.21,256.41,43710,19:43:00,Cash,244.2,4.761904762,12.21,4.8
854-60-2053,C,Mumbai,Member,Male,Electronic accessories,81.4,3.0,12.21,256.41,43710,19:43:00,Cash,244.2,4.761904762,12.21,4.8
360-39-5055,C,Hyderabad,Member,Male,Sports and travel,48.91,5.0,12.2275,256.7775,43711,10:17:00,Cash,244.55,4.761904762,12.2275,6.6
444-52-4896,C,Hyderabad,Member,Male,Food and beverages,48.91,5.0,12.2275,256.7775,43711,10:17:00,Cash,244.55,4.761904762,12.2275,6.6
260-59-7689,A,Delhi,Member,Male,Sports and travel,24.49,10.0,12.245,257.145,2/22/2019,15:15:00,Cash,244.9,4.761904762,12.245,8.1
864-24-7918,A,Mumbai,Member,Female,Food and beverages,24.49,10.0,12.245,257.145,2/22/2019,15:15:00,Cash,244.9,4.761904762,12.245,8.1
793-10-3222,C,Mumbai,Member,Female,Health and beauty,41.06,6.0,12.318,258.678,43588,13:30:00,Credit card,246.36,4.761904762,12.318,8.3
583-79-6657,C,Hyderabad,Normal,Male,Electronic accessories,24.74,10.0,12.37,259.77,2/24/2019,16:44:00,Cash,247.4,4.761904762,12.37,7.1
740-11-5257,C,Hyderabad,Normal,Male,Electronic accessories,24.74,10.0,12.37,259.77,2/24/2019,16:44:00,Cash,247.4,4.761904762,12.37,7.1
826-58-8051,C,Mumbai,Normal,Male,Home and lifestyle,62.19,4.0,12.438,261.198,43617,19:46:00,Ewallet,248.76,4.761904762,12.438,4.3
712-39-0363,C,Delhi,Member,Male,Food and beverages,41.66,6.0,12.498,262.458,43497,15:24:00,Ewallet,249.96,4.761904762,12.498,5.6
305-71-5358,A,Mumbai,Member,Male,Food and beverages,41.66,6.0,12.498,262.458,43497,15:24:00,Ewallet,249.96,4.761904762,12.498,5.6
636-17-0325,B,Mumbai,Normal,Male,Health and beauty,62.57,4.0,12.514,262.794,2/25/2019,18:37:00,Cash,250.28,4.761904762,12.514,9.5
352-51-2461,B,Hyderabad,Normal,Male,Health and beauty,62.57,4.0,12.514,262.794,2/25/2019,18:37:00,Cash,250.28,4.761904762,12.514,
217-58-1179,A,Delhi,Member,Male,Home and lifestyle,62.65,4.0,12.53,263.13,43586,11:25:00,Cash,250.6,4.761904762,12.53,4.2
307-85-2293,B,Mumbai,Normal,Male,Home and lifestyle,50.28,5.0,12.57,263.97,43649,13:58:00,Cash,251.4,4.761904762,12.57,9.7
574-80-1489,B,Mumbai,Member,Female,Food and beverages,62.85,4.0,12.57,263.97,2/25/2019,13:22:00,Cash,251.4,4.761904762,12.57,8.7
646-78-5925,B,Mumbai,Member,Male,Food and beverages,62.85,4.0,12.57,263.97,2/25/2019,13:22:00,Ewallet,251.4,4.761904762,12.57,8.7
980-66-1682,B,Mumbai,Normal,Male,Home and lifestyle,50.28,5.0,12.57,263.97,43649,13:58:00,Cash,251.4,4.761904762,12.57,9.7
596-74-6168,B,Hyderabad,Member,Male,Food and beverages,62.85,4.0,12.57,263.97,2/25/2019,13:22:00,Ewallet,251.4,4.761904762,12.57,
740-22-2500,C,Hyderabad,Normal,Female,Electronic accessories,84.05,3.0,12.6075,264.7575,1/23/2019,13:29:00,Cash,252.15,4.761904762,12.6075,9.8
777-49-3059,C,Hyderabad,Normal,Male,Electronic accessories,84.05,3.0,12.6075,264.7575,1/23/2019,13:29:00,Cash,252.15,4.761904762,12.6075,9.8
382-25-8917,C,Mumbai,Normal,Male,Fashion accessories,42.08,6.0,12.624,265.104,1/29/2019,12:25:00,Cash,252.48,4.761904762,12.624,8.9
487-67-9184,C,Hyderabad,Normal,Male,Fashion accessories,42.08,6.0,12.624,265.104,1/29/2019,12:25:00,Cash,252.48,4.761904762,12.624,8.9
819-22-2685,C,Mumbai,Normal,Male,Fashion accessories,42.08,6.0,12.624,265.104,1/29/2019,12:25:00,Cash,252.48,4.761904762,12.624,8.9
345-68-9016,C,Mumbai,Member,Female,Sports and travel,31.67,8.0,12.668,266.028,43497,16:19:00,Cash,253.36,4.761904762,12.668,5.6
695-44-3418,C,Hyderabad,Member,Male,Sports and travel,31.67,8.0,12.668,266.028,43497,16:19:00,Credit card,253.36,4.761904762,12.668,5.6
773-69-1545,C,Mumbai,Member,Female,Food and beverages,31.67,8.0,12.668,266.028,43497,16:19:00,Cash,253.36,4.761904762,12.668,5.6
449-16-6770,A,Delhi,Normal,Male,Health and beauty,50.79,5.0,12.6975,266.6475,2/19/2019,14:53:00,Cash,253.95,4.761904762,12.6975,5.3
539-17-6812,A,Delhi,Normal,Male,Health and beauty,50.79,5.0,12.6975,266.6475,2/19/2019,14:53:00,Cash,253.95,4.761904762,12.6975,5.3
205-29-1011,C,Mumbai,Normal,Male,Food and beverages,50.79,5.0,12.6975,266.6475,2/19/2019,14:53:00,Cash,253.95,4.761904762,12.6975,5.3
288-38-3758,C,Mumbai,Member,Female,Fashion accessories,84.87,3.0,12.7305,267.3405,1/25/2019,18:30:00,Cash,254.61,4.761904762,12.7305,7.4
918-24-3239,A,Mumbai,Member,Female,Food and beverages,84.87,3.0,12.7305,267.3405,1/25/2019,18:30:00,Ewallet,254.61,4.761904762,12.7305,7.4
470-32-9057,C,Delhi,Member,Male,Food and beverages,51.34,5.0,12.835,269.535,3/28/2019,15:31:00,Credit card,256.7,4.761904762,12.835,9.1
929-38-6145,A,Mumbai,Member,Male,Food and beverages,51.34,5.0,12.835,269.535,3/28/2019,15:31:00,Credit card,256.7,4.761904762,12.835,9.1
797-88-0493,C,Delhi,Normal,Female,Health and beauty,64.27,4.0,12.854,269.934,3/26/2019,13:54:00,Cash,257.08,4.761904762,12.854,7.7
235-06-8510,C,Hyderabad,Member,Male,Home and lifestyle,85.72,3.0,12.858,270.018,1/24/2019,20:59:00,Cash,257.16,4.761904762,12.858,5.1
557-33-5848,C,Hyderabad,Member,Female,Food and beverages,36.77,7.0,12.8695,270.2595,43770,20:10:00,Cash,257.39,4.761904762,12.8695,7.4
592-46-1692,C,Mumbai,Member,Female,Food and beverages,36.77,7.0,12.8695,270.2595,43770,20:10:00,Cash,257.39,4.761904762,12.8695,7.4
539-21-7227,C,Mumbai,Normal,Female,Sports and travel,51.54,5.0,12.885,270.585,1/26/2019,17:45:00,Cash,257.7,4.761904762,12.885,4.2
818-26-8346,B,Mumbai,Normal,Male,Sports and travel,51.54,5.0,12.885,270.585,1/26/2019,17:45:00,Cash,257.7,4.761904762,12.885,4.2
659-91-6218,A,Delhi,Normal,Male,Sports and travel,64.59,4.0,12.918,271.278,43617,13:35:00,Ewallet,258.36,4.761904762,12.918,9.3
852-82-2749,A,Mumbai,Normal,Male,Food and beverages,64.59,4.0,12.918,271.278,43617,13:35:00,Cash,258.36,4.761904762,12.918,9.3
684-45-3989,A,Hyderabad,Normal,Male,Sports and travel,64.59,4.0,12.918,271.278,43617,13:35:00,Ewallet,258.36,4.761904762,12.918,
448-34-8700,B,Mumbai,Member,Male,Home and lifestyle,36.91,7.0,12.9185,271.2885,43740,13:51:00,Cash,258.37,4.761904762,12.9185,6.7
573-48-5075,C,Mumbai,Normal,Male,Home and lifestyle,36.91,7.0,12.9185,271.2885,43740,13:51:00,Cash,258.37,4.761904762,12.9185,6.7
502-33-1389,C,Mumbai,Normal,Male,Food and beverages,36.91,7.0,12.9185,271.2885,43740,13:51:00,Cash,258.37,4.761904762,12.9185,6.7
875-46-5808,B,Mumbai,Member,Male,Food and beverages,25.9,10.0,12.95,271.95,43618,14:51:00,Ewallet,259.0,4.761904762,12.95,8.7
211-05-0490,C,Mumbai,Normal,Female,Electronic accessories,51.92,5.0,12.98,272.58,43527,13:42:00,Cash,259.6,4.761904762,12.98,7.5
640-37-4783,C,Hyderabad,Member,Male,Electronic accessories,51.92,5.0,12.98,272.58,43527,13:42:00,Cash,259.6,4.761904762,12.98,7.5
644-39-4325,C,Hyderabad,Member,Male,Electronic accessories,51.92,5.0,12.98,272.58,43527,13:42:00,Cash,259.6,4.761904762,12.98,
238-49-0436,A,Delhi,Normal,Male,Health and beauty,32.46,8.0,12.984,272.664,3/27/2019,13:48:00,Credit card,259.68,4.761904762,12.984,4.9
440-59-5691,C,Hyderabad,Member,Female,Health and beauty,37.15,7.0,13.0025,273.0525,43679,13:12:00,Cash,260.05,4.761904762,13.0025,7.7
952-22-7546,C,Hyderabad,Normal,Female,Health and beauty,37.15,7.0,13.0025,273.0525,43679,13:12:00,Cash,260.05,4.761904762,13.0025,7.7
342-65-4817,C,Hyderabad,Member,Male,Health and beauty,86.8,3.0,13.02,273.42,1/28/2019,16:47:00,Cash,260.4,4.761904762,13.02,9.9
113-59-7173,C,Hyderabad,Member,Male,Food and beverages,86.8,3.0,13.02,273.42,1/28/2019,16:47:00,Cash,260.4,4.761904762,13.02,9.9
641-96-3695,C,Hyderabad,Member,Female,Fashion accessories,43.46,6.0,13.038,273.798,43648,17:55:00,Cash,260.76,4.761904762,13.038,8.5
662-35-6978,C,Mumbai,Member,Male,Fashion accessories,43.46,6.0,13.038,273.798,43648,17:55:00,Ewallet,260.76,4.761904762,13.038,8.5
621-84-8957,C,Hyderabad,Member,Female,Fashion accessories,43.46,6.0,13.038,273.798,43648,17:55:00,Cash,260.76,4.761904762,13.038,
674-10-2423,C,Hyderabad,Member,Male,Fashion accessories,43.46,6.0,13.038,273.798,43648,17:55:00,Ewallet,260.76,4.761904762,13.038,
380-94-4661,C,Mumbai,Member,Male,Electronic accessories,65.94,4.0,13.188,276.948,43648,13:05:00,Cash,263.76,4.761904762,13.188,6.9
468-88-0009,A,Mumbai,Member,Male,Home and lifestyle,65.94,4.0,13.188,276.948,3/24/2019,10:29:00,Cash,263.76,4.761904762,13.188,6.0
534-38-2444,C,Hyderabad,Member,Male,Electronic accessories,65.94,4.0,13.188,276.948,43648,13:05:00,Credit card,263.76,4.761904762,13.188,6.9
